match_id,team_id,player_id,minute,half,x,y,distance,angle,is_header,is_right_foot,is_left_foot,is_other_body,shot_type_Open_Play,shot_type_Free_Kick,shot_type_Penalty,shot_type_Corner,shot_type_Throw_In,shot_type_Set_Piece,first_time,one_on_one,deflected,redirected,under_pressure,n_defenders,n_attackers,gk_distance,big_chance,dist_bin,angle_bin,xg_target,is_goal,outcome,play_pattern,technique
3754160,1,3517.0,46,2,108.8,33.4,13.0,0.4849,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,9,5,1.92,0,2,1,0.2424,0,Off T,From Kick Off,Normal
3754160,41,3658.0,47,2,88.0,45.3,32.44,0.2218,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,9,4,1.28,0,6,0,0.0187,0,Wayward,From Throw In,Normal
3754160,1,3525.0,51,2,91.5,36.0,28.78,0.2506,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,10,4,2.96,0,5,1,0.0291,0,Blocked,Regular Play,Normal
3754160,1,3517.0,56,2,102.7,25.5,22.57,0.2499,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,8,4,1.35,0,4,0,0.0125,0,Blocked,Regular Play,Normal
3754160,41,9554.0,56,2,92.2,50.5,29.72,0.2299,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,8,4,4.44,0,5,0,0.0199,0,Saved,Regular Play,Normal
3754160,41,9554.0,57,2,116.8,35.1,5.85,0.8434,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,11,5,0.54,0,1,3,0.2286,0,Saved,From Corner,Half Volley
3754160,1,3496.0,60,2,99.5,23.0,26.63,0.2124,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,8,4,4.05,0,5,0,0.0247,0,Off T,From Throw In,Normal
3754160,1,3604.0,62,2,108.8,34.3,12.57,0.516,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,9,3,3.18,0,2,2,0.1198,1,Goal,Regular Play,Diving Header
3754160,1,3668.0,64,2,108.0,25.5,18.82,0.2522,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,9,3,1.25,0,3,1,0.0301,0,Wayward,From Free Kick,Normal
3754160,1,3511.0,64,2,108.9,52.8,16.94,0.2886,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,8,6,2.69,0,3,1,0.0451,0,Blocked,From Free Kick,Normal
3754160,1,3604.0,65,2,114.0,46.2,8.63,0.6237,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,10,7,1.49,0,1,2,0.0714,0,Blocked,From Corner,Normal
3754160,1,3517.0,70,2,111.5,47.4,11.27,0.501,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,9,4,5.12,0,2,2,0.1599,0,Saved,Regular Play,Volley
3754160,41,4429.0,71,2,90.2,39.0,29.82,0.2441,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,6,3,4.6,0,5,0,0.0225,0,Off T,From Counter,Normal
3754160,41,22281.0,74,2,108.8,53.8,17.77,0.2647,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,4,0,0.91,0,3,1,0.0903,0,Saved,Regular Play,Half Volley
